codigo_material_recibido,cantidad_actual
EAX69003501-2512110015,200
EAX69003501-2512110014,200
EAX69003501-2512110013,200
EAX69003501-2512110011,200
EAX69003501-2512110010,200
EAX69003501-2512110009,200
EAX69003501-2512110008,200
EAX69003501-2512110007,200
EAX69003501-2512110006,200
EAX69003501-2512110005,200
EAX69003501-2512110004,200
EAX69003501-2512110003,200
EAX69003501-2512060020,200
EAX69003501-2512060018,200
EAX69003501-2512060017,200
EAX69003501-2512060016,200
EAX69003501-2512060012,200
EAX69003501-2512060011,200
EAX69003501-2512060010,200
EAX69003501-2512060009,200
EAX69003501-2512060007,200
EAX69003501-2512060008,200
EAX69003501-2512060006,200
EAX69003501-2512060005,200
EAX69003501-2512060004,200
EAX69003501-2512060002,200
EAX69003501-2512060003,200
EAX69003501-2512060001,200
EAX69003501-2510100001,50
EAX69003501-2511260032,50
EAX69003501-2511260031,50
EAX69003501-2511260030,50
EAX69003501-2511260029,50
EAX69003501-2511260028,50
EAX69003501-2511260027,50
EAX69003501-2511260026,50
EAX69003501-2511260025,50
EAX69003501-2511260024,400
EAX69003501-2511260022,400
EAX69003501-2511260021,400
EAX69003501-2511260020,400
EAX69003501-2511260019,400
EAX69003501-2511260018,400
EAX69003501-2511260017,400
EAX69003501-2511140009,190
EAX69003501-2511140008,300
EAX69003501-2511140007,300
EAX69003501-2511140006,300
EAX69003501-2511140005,300
EAX69003501-2511140004,300
EAX69003501-2511140003,300
EAX69003501-2511140002,300
EAX69003501-2511140001,300
EAX69003501-2511120017,200
EAX69003501-2511120015,200
EAX69003501-2511120014,200
EAX69003501-2511120010,200
EAX69003501-2511120009,200
EAX69003501-2511120006,200
EAX69003501-2511120004,200
EAX69003501-2511120001,200
EAX69003501-2511070004,300
EAX69003501-2511070003,300
EAX69003501-2511070002,300
EAX69003501-2511070001,300
EAX69003501-2510100003,300
EAX69003501-2509250031,200
EAX69003501-2509250030,200
EAX69003501-2509250028,200
EAX69003501-2509250025,200
EAX69003501-2509250022,200
EAX69003501-2509250019,200
EAX69003501-2509250001,200
EAX70077701-2601060027,200
EAX70077701-2601060026,200
EAX70077701-2601060025,200
EAX70077701-2601060024,200
EAX70077701-2601060023,200
EAX70077701-2601060022,200
EAX70077701-2601060021,200
EAX70077701-2601060020,200
EAX70077701-2601060019,200
EAX70077701-2601060018,200
EAX70077701-2601060017,200
EAX70077701-2601060016,200
EAX70077701-2601060015,200
EAX70077701-2601060014,200
EAX70077701-2601060013,200
EAX70077701-2512130014,250
EAX70077701-2512130010,250
EAX70077701-2512130008,250
EAX70077701-2512130006,250
EAX70077701-2512120016,250
EAX70077701-2512120014,250
EAX70077701-2512120013,250
EAX70077701-2512120012,250
EAX70077701-2512120011,250
EAX70077701-2512120010,250
EAX70077701-2512120009,250
EAX70077701-2512120008,250
EAX70077701-2512120007,250
EAX70077701-2512120006,250
EAX70077701-2512120005,250
EAX70077701-2512120004,250
EAX70077701-2512120003,250
EAX70077701-2512120001,184
EAX70077701-2511260004,250
EAX70077701-2511260003,250
EAX70077701-2510280003,250
EAX70077701-2510020002,250
EAX66946005-2601060039,200
EAX66946005-2601060038,200
EAX66946005-2601060037,200
EAX66946005-2601060036,200
EAX66946005-2601060035,200
EAX66946005-2601060034,200
EAX66946005-2601060033,200
EAX66946005-2601060032,200
EAX66946005-2601060026,200
EAX66946005-2601060025,200
EAX66946005-2512220019,250
EAX66946005-2512220018,250
EAX66946005-2512220016,250
EAX66946005-2512220014,250
EAX66946005-2512220013,250
EAX66946005-2512220012,250
EAX66946005-2512220011,250
EAX66946005-2512220010,250
EAX66946005-2512220009,250
EAX66946005-2512220008,250
EAX66946005-2512220007,250
EAX66946005-2512220006,250
EAX66946005-2512220005,250
EAX66946005-2512150007,250
EAX66946005-2512150012,250
EAX66946005-2512150011,250
EAX66946005-2512150010,250
EAX66946005-2512150009,250
EAX66946005-2512150008,250
EAX66946005-2512150006,250
EAX66946005-2512150005,250
EAX66946005-2512150004,250
EAX66946005-2512150003,250
EAX66946005-2512150002,250
EAX66946005-2512150001,250
EAX66946005-2512130042,250
EAX66946005-2512130035,250
EAX66946005-2512130034,250
EAX66946005-2512120032,250
EAX66946005-2512120031,250
EAX66946005-2512120030,250
EAX66946005-2512120029,250
EAX66946005-2512120028,250
EAX66946005-2512120027,250
EAX66946005-2512120026,250
EAX66946005-2512120025,250
EAX66946005-2512120024,250
EAX66946005-2512120023,250
EAX66946005-2512120022,250
EAX66946005-2512120021,250
EAX66946005-2512120020,250
EAX66946005-2512120019,250
EAX66946005-2512120018,250
EAX66946005-2512120017,250
EAX66946005-2512120016,250
EAX66946005-2512120015,250
EAX66946005-2512120014,250
EAX66946005-2512120013,250
EAX66946005-2512120012,250
EAX66946005-2512120011,250
EAX66946005-2512120010,250
EAX66946005-2512120009,250
EAX66946005-2512120002,250
EAX66946005-2512120001,250
EAX66946005-2510020005,25
MCK71557002-2512160002,250
MCK71557002-2512160001,250
MCK71557002-2512120001,250
MCK71557002-2512080003,250
MCK71557002-2512080002,250
MCK71557002-2512080001,250
MCK71557002-2512020003,250
MCK71557002-2510300007,250
MCK71557002-2509180002,250
MCK71557002-2509150002,250
MCK71557002-2509150001,250
MCK71557002-2509050001,250
MCK71557002-2508260001,250
MCK71557002-2508050001,250
MGW65412501-2601050005,250
MGW65412501-2601050004,250
MGW65412501-2601050003,250
MGW65412501-2601050002,250
MGW65412501-2601050001,250
MGW65412501-2601020010,250
MGW65412501-2601020009,250
MGW65412501-2601020008,250
MGW65412501-2601020007,250
MGW65412501-2601020005,250
MGW65412501-2512120028,250
MGW65412501-2512120027,250
MGW65412501-2512120026,250
MGW65412501-2512120024,250
MGW65412501-2512120023,250
MGW65412501-2512120022,250
MGW65412501-2512120020,250
MGW65412501-2512120018,250
MGW65412501-2512120017,250
MGW65412501-2512120016,250
MGW65412501-2512120015,250
MGW65412501-2512120014,250
MGW65412501-2512120013,250
MGW65412501-2512120012,250
MGW65412501-2512120011,250
MGW65412501-2512120010,250
MGW65412501-2512120009,250
MGW65412501-2512110010,250
MGW65412501-2512110007,250
MGW65412501-2512110006,250
MGW65412501-2512110005,250
MGW65412501-2512110004,250
MGW65412501-2512110003,250
MGW65412501-2512100009,250
MGW65412501-2512100008,250
MGW65412501-2512100007,250
MGW65412501-2512100006,250
MGW65412501-2512100005,250
MGW65412501-2512100004,250
MGW65412501-2512100003,250
MGW65412501-2512100002,250
MGW65412501-2512100001,250
MGW65412501-2512090020,250
MGW65412501-2512090019,250
MGW65412501-2512090018,250
MGW65412501-2512090017,250
MGW65412501-2512090016,250
MGW65412501-2512090015,250
MGW65412501-2512090014,250
MGW65412501-2512090011,250
MGW65412501-2512080010,250
MGW65412501-2512080009,250
MGW65412501-2512080008,250
MGW65412501-2512080007,250
MGW65412501-2512080006,250
MGW65412501-2512080005,250
MGW65412501-2512080004,250
MGW65412501-2512080003,250
MGW65412501-2512080002,250
MGW65412501-2512080001,250
MGW65412501-2512020008,250
MGW65412501-2512020007,250
MGW65412501-2512010025,250
MGW65412501-2512010020,250
MGW65412501-2512010019,250
MGW65412501-2512010018,250
MGW65412501-2512010017,250
MGW65412501-2512010016,250
MGW65412501-2512010015,250
MGW65412501-2512010014,250
MGW65412501-2512010013,250
MGW65412501-2512010012,250
MGW65412501-2512010011,250
MGW65412501-2512010009,250
MGW65412501-2512010010,250
MGW65412501-2512010004,250
MGW65412501-2512010005,250
MGW65412501-2512010003,250
MGW65412501-2512010002,250
MGW65412501-2512010001,250
MGW65412501-2511240030,250
MGW65412501-2511240028,250
MGW65412501-2511240020,250
MGW65412501-2511240019,250
MGW65412501-2511240018,250
MGW65412501-2511240017,250
MGW65412501-2511240016,250
MGW65412501-2511240015,250
MGW65412501-2511240014,250
MGW65412501-2511240013,250
MGW65412501-2511240012,250
MGW65412501-2511240011,250
MGW65412501-2511240010,250
MGW65412501-2511240009,250
MGW65412501-2511240008,250
MGW65412501-2511240007,250
MGW65412501-2511240006,250
MGW65412501-2511240005,250
MGW65412501-2508150012,250
MGW65412501-2508150007,250
MJH65773401-2512170001,147
MJH65773401-2512160014,147
MJH65773401-2512160011,147
MJH65773401-2512160010,147
MJH65773401-2512160009,147
MJH65773401-2512160008,147
MJH65773401-2512160007,147
MJH65773401-2512160006,147
MJH65773401-2512160004,147
MJH65773401-2512160003,147
MJH65773401-2512160002,147
MJH65773401-2512160001,147
MJH65773401-2512130015,147
MJH65773401-2512130014,147
MJH65773401-2512130013,147
MJH65773401-2512130012,147
MJH65773401-2512130011,147
MJH65773401-2512130009,147
MJH65773401-2512130008,147
MJH65773401-2512130006,147
MJH65773401-2512130005,147
MJH65773401-2512130004,147
MJH65773401-2512130002,147
MJH65773401-2512130003,147
MJH65773401-2512130001,147
MJH65773301-2512160027,147
MJH65773301-2512160026,147
MJH65773301-2512160025,147
MJH65773301-2512160024,147
MJH65773301-2512160023,147
MJH65773301-2512160022,147
MJH65773301-2512160021,147
MJH65773301-2512160020,147
MJH65773301-2512160019,147
MJH65773301-2512160018,147
MJH65773301-2512160016,147
MJH65773301-2512160015,147
MJH65773301-2512160013,147
MJH65773301-2512160011,147
MJH65773301-2512160009,147
MJH65773301-2512160008,147
MJH65773301-2512160007,147
MJH65773301-2512160005,147
MJH65773301-2512160004,147
MJH65773301-2512160002,147
MJH65773301-2512160001,147
MJH65773301-2512130022,147
MJH65773301-2512130021,147
MJH65773301-2512130020,147
MJH65773301-2512130019,147
MJH65773301-2512130018,147
MJH65773301-2512130017,147
MJH65773301-2512130016,147
MJH65773301-2512130015,147
MJH65773301-2512130011,147
MJH65773301-2512130012,147
MJH65773301-2512130010,147
MJH65773301-2512130009,147
MJH65773301-2512130008,147
MJH65773301-2512130006,147
MJH65773301-2512130005,147
MJH65773301-2512130004,147
MJH65773301-2512130003,147
MJH65773301-2512130002,147
MJH65773301-2512130001,147
AEJ72939750-2512130007,200
AEJ72939750-2512160015,200
AEJ72939750-2512160014,200
AEJ72939750-2512160013,200
AEJ72939750-2512160012,200
AEJ72939750-2512160011,200
AEJ72939750-2512160010,200
AEJ72939750-2512160009,200
AEJ72939750-2512160008,200
AEJ72939750-2512160007,200
AEJ72939750-2512160006,200
AEJ72939750-2512160005,200
AEJ72939750-2512160004,200
AEJ72939750-2512160003,200
AEJ72939750-2512160002,200
AEJ72939750-2512160001,200
AEJ72939750-2512130025,200
AEJ72939750-2512130005,200
AEJ72939750-2512130002,200
MCK71510901-2511250010,123
MCK71510901-2511250009,123
MCK71510901-2511250008,123
MCK71510901-2511250007,123
MCK71510901-2511250006,123
MCK71510901-2511250005,123
MCK71510901-2511250004,123
MCK71510901-2511250003,123
MCK71510901-2511250002,123
MCK71510901-2511250001,123
MCK71510901-2511100003,123
MCK71510901-2511100006,123
MCK71510901-2511100009,123
MCK71510901-2511100005,123
MCK71510901-2511100008,123
MDS30069213-2512170001,3000
MDS30069214-2512170001,3000
EAN62136402-2312220001,2000
EAN62136402-2312220002,2000
EAN62136402-2312220003,2000
EAN63550001-2601020004,2000
EAN63550001-2601020003,2000
EAN63550001-2601020002,2000
EAN63550001-2601020001,2000
EAN63550001-2512230001,2000
EAN63550001-2512230002,2000
EAN66257201-2601020016,1080
EAN66257201-2601020015,1080
EAN66257201-2601020014,1080
EAN66257201-2601020013,1080
EAN66257201-2601020012,1080
EAN66257201-2601020011,1080
EAN66257201-2601020010,1080
EAN66257201-2601020009,1080
EAN66257201-2601020008,1080
EAN66257201-2601020007,1080
EAN66368601-2503120009,1080
EAN66368601-2503120008,1080
EAY64268801-2503130012,250
EAY64268801-2503130011,250
EAY64268801-2503130009,250
EAY64268801-2503130008,250
EAE61081701-2512160040,2000
EAE61081701-2512160039,2000
EAE61081701-2512160038,2000
EAE61081701-2512160037,2000
EAE61081701-2512160036,2000
EAE61081701-2512160035,2000
EAE61081701-2512160034,2000
EAE61081701-2512160033,2000
EAE61081701-2512160032,2000
EAE61081701-2512160031,2000
EAE61081701-2512160030,2000
EAE61081701-2512160029,2000
EAE61081701-2512160028,2000
EAE61081701-2512160027,2000
EAE61081701-2512160026,2000
EAE61081701-2512160025,2000
EAE61081701-2512160024,2000
EAE61081701-2512160023,2000
EAE61081701-2512160022,2000
EAE61081701-2512160021,2000
EAE61081701-2512160020,2000
EAE61081701-2512160019,2000
EAE61081701-2512160018,2000
EAE61081701-2512160017,2000
EAE61081701-2512160016,2000
EAE61081701-2512160015,2000
EAE61081701-2512160014,2000
EAE61081701-2512160013,2000
EAE61081701-2512160012,2000
EAE61081701-2512160011,2000
EAE61081701-2512160010,2000
EAE61081701-2512160009,2000
EAE61081701-2512160008,2000
EAE61081701-2512160007,2000
EAE61081701-2512160006,2000
EAE61081701-2512160005,2000
EAE61081701-2512160004,2000
EAE61081701-2512160003,2000
EAE61081701-2512160002,2000
EAE61081701-2512160001,2000
EAE61081701-2512150140,2000
EAE61081701-2512150139,2000
EAE61081701-2512150138,2000
EAE61081701-2512150137,2000
EAE61081701-2512150136,2000
EAE61081701-2512150135,2000
EAE61081701-2512150134,2000
EAE61081701-2512150133,2000
EAE61081701-2512150132,2000
EAE61081701-2512150131,2000
EAE61081701-2512150130,2000
EAE61081701-2512150129,2000
EAE61081701-2512150128,2000
EAE61081701-2512150127,2000
EAE61081701-2512150126,2000
EAE61081701-2512150125,2000
EAE61081701-2512150124,2000
EAE61081701-2512150123,2000
EAE61081701-2512150122,2000
EAE61081701-2512150121,2000
EAE61081701-2512150120,2000
EAE61081701-2512150119,2000
EAE61081701-2512150118,2000
EAE61081701-2512150117,2000
EAE61081701-2512150116,2000
EAE61081701-2512150115,2000
EAE61081701-2512150114,2000
EAE61081701-2512150113,2000
EAE61081701-2512150112,2000
EAE61081701-2512150111,2000
EAE61081701-2512150110,2000
EAE61081701-2512150109,2000
EAE61081701-2512150108,2000
EAE61081701-2512150107,2000
EAE61081701-2512150106,2000
EAE61081701-2512150105,2000
EAE61081701-2512150104,2000
EAE61081701-2512150103,2000
EAE61081701-2512150102,2000
EAE61081701-2512150101,2000
EAE61081701-2512150100,2000
EAE61081701-2512150099,2000
EAE61081701-2512150098,2000
EAE61081701-2512150097,2000
EAE61081701-2512150096,2000
EAE61081701-2512150095,2000
EAE61081701-2512150094,2000
EAE61081701-2512150093,2000
EAE61081701-2512150092,2000
EAE61081701-2512150091,2000
EAE61081701-2512150090,2000
EAE61081701-2512150089,2000
EAE61081701-2512150088,2000
EAE61081701-2512150087,2000
EAE61081701-2512150086,2000
EAE61081701-2512150085,2000
EAE61081701-2512150084,2000
EAE61081701-2512150083,2000
EAE61081701-2512150082,2000
EAE61081701-2512150081,2000
EAE61081701-2512150080,2000
EAE61081701-2512150079,2000
EAE61081701-2512150078,2000
EAE61081701-2512150077,2000
EAE61081701-2512150076,2000
EAE61081701-2512150075,2000
EAE61081701-2512150074,2000
EAE61081701-2512150073,2000
EAE61081701-2512150072,2000
EAE61081701-2512150071,2000
EAE61081701-2512150070,2000
EAE61081701-2512150069,2000
EAE61081701-2512150068,2000
EAE61081701-2512150067,2000
EAE61081701-2512150066,2000
EAE61081701-2512150065,2000
EAE61081701-2512150064,2000
EAE61081701-2512150063,2000
EAE61081701-2512150062,2000
EAE61081701-2512150061,2000
EAE61081701-2512150060,2000
EAE61081701-2512150059,2000
EAE61081701-2512150058,2000
EAE61081701-2512150057,2000
EAE61081701-2512150056,2000
EAE61081701-2512150055,2000
EAE61081701-2512150054,2000
EAE61081701-2512150053,2000
EAE61081701-2512150052,2000
EAE61081701-2512150051,2000
EAE61081701-2512150050,2000
EAE61081701-2512150049,2000
EAE61081701-2512150048,2000
EAE61081701-2512150047,2000
EAE61081701-2512150046,2000
EAE61081701-2512150045,2000
EAE61081701-2512150044,2000
EAE61081701-2512150043,2000
EAE61081701-2512150042,2000
EAE61081701-2512150041,2000
EAE61081701-2512150040,2000
EAE61081701-2512150039,2000
EAE61081701-2512150038,2000
EAE61081701-2512150037,2000
EAE61081701-2512150036,2000
EAE61081701-2512150035,2000
EAE61081701-2512150034,2000
EAE61081701-2512150033,2000
EAE61081701-2512150032,2000
EAE61081701-2512150031,2000
EAE61081701-2512150030,2000
EAE61081701-2512150029,2000
EAE61081701-2512150028,2000
EAE61081701-2512150027,2000
EAE61081701-2512150026,2000
EAE61081701-2512150025,2000
EAE61081701-2512150024,2000
EAE61081701-2512150023,2000
EAE61081701-2512150022,2000
EAE61081701-2512150021,2000
EAE61081701-2512150020,2000
EAE61081701-2512150019,2000
EAE61081701-2512150018,2000
EAE61081701-2512150017,2000
EAE61081701-2512150016,2000
EAE61081701-2512150015,2000
EAE61081701-2512150014,2000
EAE61081701-2512150013,2000
EAE61081701-2512150012,2000
EAE61081701-2512150011,2000
EAE61081701-2512150010,2000
EAE61081701-2512150009,2000
EAE61081701-2512150008,2000
EAE61081701-2512150007,2000
EAE61081701-2512150006,2000
EAE61081701-2512150005,2000
EAE61081701-2512150004,2000
EAE61081701-2512150003,2000
EAE61081701-2512150002,2000
EAE61081701-2512150001,2000
EAE61081701-2512110140,2000
EAE61081701-2512110139,2000
EAE61081701-2512110138,2000
EAE61081701-2512110137,2000
EAE61081701-2512110136,2000
EAE61081701-2512110135,2000
EAE61081701-2512110134,2000
EAE61081701-2512110133,2000
EAE61081701-2512110132,2000
EAE61081701-2512110131,2000
EAE61081701-2512110130,2000
EAE61081701-2512110129,2000
EAE61081701-2512110128,2000
EAE61081701-2512110127,2000
EAE61081701-2512110126,2000
EAE61081701-2512110125,2000
EAE61081701-2512110124,2000
EAE61081701-2512110123,2000
EAE61081701-2512110122,2000
EAE61081701-2512110121,2000
EAE61081701-2512110120,2000
EAE61081701-2512110119,2000
EAE61081701-2512110118,2000
EAE61081701-2512110117,2000
EAE61081701-2512110116,2000
EAE61081701-2512110115,2000
EAE61081701-2512110114,2000
EAE61081701-2512110113,2000
EAE61081701-2512110112,2000
EAE61081701-2512110111,2000
EAE61081701-2512110110,2000
EAE61081701-2512110109,2000
EAE61081701-2512110108,2000
EAE61081701-2512110107,2000
EAE61081701-2512110106,2000
EAE61081701-2512110105,2000
EAE61081701-2512110104,2000
EAE61081701-2512110103,2000
EAE61081701-2512110102,2000
EAE61081701-2512110101,2000
EAE61081701-2512110100,2000
EAE61081701-2512110099,2000
EAE61081701-2512110098,2000
EAE61081701-2512110097,2000
EAE61081701-2512110096,2000
EAE61081701-2512110095,2000
EAE61081701-2512110094,2000
EAE61081701-2512110093,2000
EAE61081701-2512110092,2000
EAE61081701-2512110091,2000
EAE61081701-2512110090,2000
EAE61081701-2512110089,2000
EAE61081701-2512110088,2000
EAE61081701-2512110087,2000
EAE61081701-2512110086,2000
EAE61081701-2512110085,2000
EAE61081701-2512110084,2000
EAE61081701-2512110083,2000
EAE61081701-2512110082,2000
EAE61081701-2512110081,2000
EAE61081701-2512110080,2000
EAE61081701-2512110079,2000
EAE61081701-2512110078,2000
EAE61081701-2512110077,2000
EAE61081701-2512110076,2000
EAE61081701-2512110075,2000
EAE61081701-2512110074,2000
EAE61081701-2512110073,2000
EAE61081701-2512110072,2000
EAE61081701-2512110071,2000
EAE61081701-2512110070,2000
EAE61081701-2512110069,2000
EAE61081701-2512110068,2000
EAE61081701-2512110067,2000
EAE61081701-2512110066,2000
EAE61081701-2512110065,2000
EAE61081701-2512110064,2000
EAE61081701-2512110063,2000
EAE61081701-2512110062,2000
EAE61081701-2512110061,2000
EAE61081701-2512110060,2000
EAE61081701-2512110059,2000
EAE61081701-2512110058,2000
EAE61081701-2512110057,2000
EAE61081701-2512110056,2000
EAE61081701-2512110055,2000
EAE61081701-2512110054,2000
EAE61081701-2512110053,2000
EAE61081701-2512110052,2000
EAE61081701-2512110051,2000
EAE61081701-2512110050,2000
EAE61081701-2512110049,2000
EAE61081701-2512110048,2000
EAE61081701-2512110047,2000
